"view_history","rt","trialid","procedure","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response"
"","661","MIS_12","MIS","survey-multi-choice-vertical","475","255199","0.0-429.0","{""Q0"":""12. Nunca he dudado de que mis sueños son los productos de mi propia mente.""}","{""Q0"":"" Verdadero""}"
"","504","MIS_13","MIS","survey-multi-choice-vertical","476","255705","0.0-430.0","{""Q0"":""13. Los amuletos de buena suerte no funcionan.""}","{""Q0"":"" Falso""}"
"","447","MIS_14","MIS","survey-multi-choice-vertical","477","256154","0.0-431.0","{""Q0"":""14. He notado sonidos en mis grabaciones o discos que no están allí en otros momentos.""}","{""Q0"":"" Falso""}"
"","472","MIS_15","MIS","survey-multi-choice-vertical","478","256627","0.0-432.0","{""Q0"":""15. Los movimientos de las manos que los extraños hacen parecen influir en mí a veces.""}","{""Q0"":"" Verdadero""}"
"","468","MIS_16","MIS","survey-multi-choice-vertical","479","257097","0.0-433.0","{""Q0"":""16. Casi nunca sueño con cosas antes de que sucedan.""}","{""Q0"":"" Falso""}"
"","462","MIS_17","MIS","survey-multi-choice-vertical","480","257562","0.0-434.0","{""Q0"":""17. He tenido la sensación momentánea de que el lugar de una persona ha sido ocupado por alguien parecido a ella.""}","{""Q0"":"" Falso""}"
"","473","MIS_18","MIS","survey-multi-choice-vertical","481","258037","0.0-435.0","{""Q0"":""18. No es posible dañar a otros simplemente teniendo malos pensamientos sobre ellos.""}","{""Q0"":"" Verdadero""}"
"","472","MIS_19","MIS","survey-multi-choice-vertical","482","258511","0.0-436.0","{""Q0"":""19. A veces he sentido una presencia maligna a mi alrededor, aunque no podía verla.""}","{""Q0"":"" Falso""}"
"","491","MIS_20","MIS","survey-multi-choice-vertical","483","259003","0.0-437.0","{""Q0"":""20. A veces tengo la sensación de ganar o perder energía cuando ciertas personas me miran o me tocan.""}","{""Q0"":"" Verdadero""}"
"","498","MIS_21","MIS","survey-multi-choice-vertical","484","259504","0.0-438.0","{""Q0"":""21. A veces he tenido el pensamiento pasajero de que los extraños están enamorados de mí.""}","{""Q0"":"" Falso""}"
"","467","MIS_22","MIS","survey-multi-choice-vertical","485","259972","0.0-439.0","{""Q0"":""22. Nunca tuve la sensación de que ciertos pensamientos míos pertenecían (eran) realmente de otra persona.""}","{""Q0"":"" Falso""}"
"","448","MIS_23","MIS","survey-multi-choice-vertical","486","260422","0.0-440.0","{""Q0"":""23. Cuando me presentan a extraños, rara vez me pregunto si los he conocido antes.""}","{""Q0"":"" Falso""}"
"","472","MIS_24","MIS","survey-multi-choice-vertical","487","260896","0.0-441.0","{""Q0"":""24. Si la reencarnación fuera cierta, explicaría algunas experiencias inusuales que he tenido.""}","{""Q0"":"" Verdadero""}"
"","492","MIS_25","MIS","survey-multi-choice-vertical","488","261390","0.0-442.0","{""Q0"":""25. Las personas a menudo se comportan de manera tan extraña que uno se pregunta si son parte de un experimento.""}","{""Q0"":"" Verdadero""}"
"","487","MIS_26","MIS","survey-multi-choice-vertical","489","261879","0.0-443.0","{""Q0"":""26. A veces realizo ciertos pequeños rituales para alejar las influencias negativas.""}","{""Q0"":"" Verdadero""}"
"","488","MIS_27","MIS","survey-multi-choice-vertical","490","262368","0.0-444.0","{""Q0"":""27. He sentido que podría causar que algo suceda, simplemente pensando demasiado en ello.""}","{""Q0"":"" Falso""}"
"","497","MIS_28","MIS","survey-multi-choice-vertical","491","262868","0.0-445.0","{""Q0"":""28. Me he preguntado si los espíritus de los muertos pueden influir en los vivos.""}","{""Q0"":"" Verdadero""}"
"","483","MIS_29","MIS","survey-multi-choice-vertical","492","263353","0.0-446.0","{""Q0"":""29. A veces he sentido que la conferencia de un profesor (charla de experto) estaba destinada especialmente para mí.""}","{""Q0"":"" Verdadero""}"
"","524","MIS_30","MIS","survey-multi-choice-vertical","493","263879","0.0-447.0","{""Q0"":""30. A veces he sentido que extraños leían mi mente.""}","{""Q0"":"" Verdadero""}"
